min_n,tree_depth,learn_rate,loss_reduction,.metric,.estimator,mean,n,std_err,.config
27,1,1e-7,0.004641588833612782,rmse,standard,195556.31055289402,10,1819.9435450258013,Model147
27,1,1e-7,0.004641588833612782,rsq,standard,0.4790021847068588,10,0.020965168833786192,Model147
40,1,1e-7,0.004641588833612782,rmse,standard,195556.31055289402,10,1819.9435450258013,Model148
40,1,1e-7,0.004641588833612782,rsq,standard,0.4790021847068588,10,0.020965168833786192,Model148
2,5,1e-7,0.004641588833612782,rmse,standard,195556.24316029894,10,1819.9405979771323,Model149
2,5,1e-7,0.004641588833612782,rsq,standard,0.7062865153705623,10,0.01883644092393144,Model149
14,5,1e-7,0.004641588833612782,rmse,standard,195556.2425669659,10,1819.9412752463913,Model150
14,5,1e-7,0.004641588833612782,rsq,standard,0.7158367544064641,10,0.013402714223107461,Model150
27,5,1e-7,0.004641588833612782,rmse,standard,195556.24301247485,10,1819.942014233855,Model151
27,5,1e-7,0.004641588833612782,rsq,standard,0.7087492930002957,10,0.010671398107363375,Model151
40,5,1e-7,0.004641588833612782,rmse,standard,195556.24543166606,10,1819.9416998232168,Model152
40,5,1e-7,0.004641588833612782,rsq,standard,0.7148859769475708,10,0.012042455269524925,Model152
2,10,1e-7,0.004641588833612782,rmse,standard,195556.24558018232,10,1819.939697907648,Model153
2,10,1e-7,0.004641588833612782,rsq,standard,0.7070629516419558,10,0.01832738722979291,Model153
14,10,1e-7,0.004641588833612782,rmse,standard,195556.24298680873,10,1819.9413695633036,Model154
14,10,1e-7,0.004641588833612782,rsq,standard,0.7186108086218959,10,0.013388601988570835,Model154
27,10,1e-7,0.004641588833612782,rmse,standard,195556.24238848843,10,1819.9418879363857,Model155
27,10,1e-7,0.004641588833612782,rsq,standard,0.7118249990536658,10,0.010661481519233304,Model155
40,10,1e-7,0.004641588833612782,rmse,standard,195556.2447974292,10,1819.9411688089165,Model156
40,10,1e-7,0.004641588833612782,rsq,standard,0.7167220023505648,10,0.01204933891088613,Model156
2,15,1e-7,0.004641588833612782,rmse,standard,195556.24558018232,10,1819.939697907648,Model157
2,15,1e-7,0.004641588833612782,rsq,standard,0.7070629516419558,10,0.01832738722979291,Model157
14,15,1e-7,0.004641588833612782,rmse,standard,195556.24298680873,10,1819.9413695633036,Model158
14,15,1e-7,0.004641588833612782,rsq,standard,0.7186108086218959,10,0.013388601988570835,Model158
27,15,1e-7,0.004641588833612782,rmse,standard,195556.24238848843,10,1819.9418879363857,Model159
27,15,1e-7,0.004641588833612782,rsq,standard,0.7118249990536658,10,0.010661481519233304,Model159
40,15,1e-7,0.004641588833612782,rmse,standard,195556.2447974292,10,1819.9411688089165,Model160
40,15,1e-7,0.004641588833612782,rsq,standard,0.7167220023505648,10,0.01204933891088613,Model160
2,1,1e-4,0.004641588833612782,rmse,standard,193780.82821291036,10,1809.1158314613356,Model161
2,1,1e-4,0.004641588833612782,rsq,standard,0.47900218470685874,10,0.020965168833786185,Model161
14,1,1e-4,0.004641588833612782,rmse,standard,193780.82821291036,10,1809.1158314613356,Model162
14,1,1e-4,0.004641588833612782,rsq,standard,0.47900218470685874,10,0.020965168833786185,Model162
27,1,1e-4,0.004641588833612782,rmse,standard,193780.82821291036,10,1809.1158314613356,Model163
27,1,1e-4,0.004641588833612782,rsq,standard,0.47900218470685874,10,0.020965168833786185,Model163
40,1,1e-4,0.004641588833612782,rmse,standard,193780.82821291036,10,1809.1158314613356,Model164
40,1,1e-4,0.004641588833612782,rsq,standard,0.47900218470685874,10,0.020965168833786185,Model164
2,5,1e-4,0.004641588833612782,rmse,standard,193714.90113066888,10,1806.979019268569,Model165
2,5,1e-4,0.004641588833612782,rsq,standard,0.7072270476544396,10,0.018633868140144682,Model165
14,5,1e-4,0.004641588833612782,rmse,standard,193711.49221867492,10,1806.5631169616015,Model166
14,5,1e-4,0.004641588833612782,rsq,standard,0.721302802152215,10,0.014176759355254481,Model166
27,5,1e-4,0.004641588833612782,rmse,standard,193711.23835575796,10,1806.909589550674,Model167
27,5,1e-4,0.004641588833612782,rsq,standard,0.7147146980460456,10,0.011307055703853297,Model167
40,5,1e-4,0.004641588833612782,rmse,standard,193713.53073787177,10,1806.9608479698788,Model168
40,5,1e-4,0.004641588833612782,rsq,standard,0.7189651470087234,10,0.013137936996054785,Model168
2,10,1e-4,0.004641588833612782,rmse,standard,193716.16500537557,10,1806.537975997652,Model169
2,10,1e-4,0.004641588833612782,rsq,standard,0.7086291337693732,10,0.018370510883051364,Model169
14,10,1e-4,0.004641588833612782,rmse,standard,193711.6472856736,10,1806.8068239947947,Model170
14,10,1e-4,0.004641588833612782,rsq,standard,0.7240273096191637,10,0.014146019978882598,Model170
27,10,1e-4,0.004641588833612782,rmse,standard,193710.7446153849,10,1807.0058452753005,Model171
27,10,1e-4,0.004641588833612782,rsq,standard,0.7178578467964222,10,0.01131282601189461,Model171
40,10,1e-4,0.004641588833612782,rmse,standard,193712.56125692427,10,1806.6366388033357,Model172
40,10,1e-4,0.004641588833612782,rsq,standard,0.720887193432734,10,0.013143433551465168,Model172
2,15,1e-4,0.004641588833612782,rmse,standard,193716.16500537557,10,1806.537975997652,Model173
2,15,1e-4,0.004641588833612782,rsq,standard,0.7086291337693732,10,0.018370510883051364,Model173
14,15,1e-4,0.004641588833612782,rmse,standard,193711.6472856736,10,1806.8068239947947,Model174
14,15,1e-4,0.004641588833612782,rsq,standard,0.7240273096191637,10,0.014146019978882598,Model174
27,15,1e-4,0.004641588833612782,rmse,standard,193710.7446153849,10,1807.0058452753005,Model175
27,15,1e-4,0.004641588833612782,rsq,standard,0.7178578467964222,10,0.01131282601189461,Model175
40,15,1e-4,0.004641588833612782,rmse,standard,193712.56125692427,10,1806.6366388033357,Model176
40,15,1e-4,0.004641588833612782,rsq,standard,0.720887193432734,10,0.013143433551465168,Model176
2,1,0.1,0.004641588833612782,rmse,standard,30552.15430465318,10,2300.0391472733536,Model177
2,1,0.1,0.004641588833612782,rsq,standard,0.8519528931273975,10,0.022227174819544317,Model177
14,1,0.1,0.004641588833612782,rmse,standard,29847.2672725016,10,1967.2868981528147,Model178
14,1,0.1,0.004641588833612782,rsq,standard,0.8582101264879699,10,0.016383488918893813,Model178
27,1,0.1,0.004641588833612782,rmse,standard,29342.665803492022,10,1821.798684322154,Model179
27,1,0.1,0.004641588833612782,rsq,standard,0.86367073655924,10,0.01285908941857927,Model179
40,1,0.1,0.004641588833612782,rmse,standard,29636.983868718024,10,1834.112963986105,Model180
40,1,0.1,0.004641588833612782,rsq,standard,0.8605422470400618,10,0.011563479843547792,Model180
2,5,0.1,0.004641588833612782,rmse,standard,27753.316676335977,10,2866.500322929167,Model181
2,5,0.1,0.004641588833612782,rsq,standard,0.8713856360583261,10,0.02666014700449069,Model181
14,5,0.1,0.004641588833612782,rmse,standard,27529.231404252034,10,2414.2244445380047,Model182
14,5,0.1,0.004641588833612782,rsq,standard,0.8746635109938051,10,0.01989810877818641,Model182
27,5,0.1,0.004641588833612782,rmse,standard,26517.606491285405,10,2027.2399419934604,Model183
27,5,0.1,0.004641588833612782,rsq,standard,0.8831140003166912,10,0.015887641845247137,Model183
40,5,0.1,0.004641588833612782,rmse,standard,26671.607483566848,10,1830.2444495835239,Model184
40,5,0.1,0.004641588833612782,rsq,standard,0.8830027546076047,10,0.012739303467915955,Model184
2,10,0.1,0.004641588833612782,rmse,standard,28371.264619228954,10,2637.172766611073,Model185
2,10,0.1,0.004641588833612782,rsq,standard,0.8654805362706742,10,0.026023146904892096,Model185
14,10,0.1,0.004641588833612782,rmse,standard,27934.67195162667,10,2470.282224068323,Model186
14,10,0.1,0.004641588833612782,rsq,standard,0.8719571625794392,10,0.020886666589603108,Model186
27,10,0.1,0.004641588833612782,rmse,standard,26620.120558845163,10,1978.816616110123,Model187
27,10,0.1,0.004641588833612782,rsq,standard,0.8821389851220305,10,0.015489218584878957,Model187
40,10,0.1,0.004641588833612782,rmse,standard,26578.84602702694,10,1792.9075857905596,Model188
40,10,0.1,0.004641588833612782,rsq,standard,0.8836099187960522,10,0.012538645097321742,Model188
2,15,0.1,0.004641588833612782,rmse,standard,28770.073807913737,10,2663.6348974919842,Model189
2,15,0.1,0.004641588833612782,rsq,standard,0.8629093967999235,10,0.025764066804873004,Model189
14,15,0.1,0.004641588833612782,rmse,standard,27980.156873899552,10,2392.8118607184724,Model190
14,15,0.1,0.004641588833612782,rsq,standard,0.8711576429493231,10,0.019970073660489307,Model190
27,15,0.1,0.004641588833612782,rmse,standard,26739.173313213683,10,1957.0255140702197,Model191
27,15,0.1,0.004641588833612782,rsq,standard,0.8811223852083561,10,0.01567465681972869,Model191
40,15,0.1,0.004641588833612782,rmse,standard,26709.14243222889,10,1764.3775821028335,Model192
40,15,0.1,0.004641588833612782,rsq,standard,0.8826574125950665,10,0.01251862735044859,Model192
2,1,1e-10,31.622776601683793,rmse,standard,195558.09555581294,10,1819.9545272308135,Model193
2,1,1e-10,31.622776601683793,rsq,standard,0.47900218470685874,10,0.020965168833786196,Model193
14,1,1e-10,31.622776601683793,rmse,standard,195558.09555581294,10,1819.9545272308135,Model194
14,1,1e-10,31.622776601683793,rsq,standard,0.47900218470685874,10,0.020965168833786196,Model194
27,1,1e-10,31.622776601683793,rmse,standard,195558.09555581294,10,1819.9545272308135,Model195
27,1,1e-10,31.622776601683793,rsq,standard,0.47900218470685874,10,0.020965168833786196,Model195
40,1,1e-10,31.622776601683793,rmse,standard,195558.09555581294,10,1819.9545272308135,Model196
40,1,1e-10,31.622776601683793,rsq,standard,0.47900218470685874,10,0.020965168833786196,Model196
2,5,1e-10,31.622776601683793,rmse,standard,195558.0954884162,10,1819.9545242854656,Model197
2,5,1e-10,31.622776601683793,rsq,standard,0.7062863872726205,10,0.018836244500198496,Model197
14,5,1e-10,31.622776601683793,rmse,standard,195558.09548782377,10,1819.9545249624025,Model198
14,5,1e-10,31.622776601683793,rsq,standard,0.7158363681854389,10,0.013402869074502935,Model198
27,5,1e-10,31.622776601683793,rmse,standard,195558.09548826749,10,1819.9545257015495,Model199
27,5,1e-10,31.622776601683793,rsq,standard,0.7087487038898346,10,0.01067164549992823,Model199
40,5,1e-10,31.622776601683793,rmse,standard,195558.09549068665,10,1819.9545253867796,Model200
40,5,1e-10,31.622776601683793,rsq,standard,0.7148860367245419,10,0.012042506033990253,Model200
2,10,1e-10,31.622776601683793,rmse,standard,195558.0954908366,10,1819.9545233852875,Model201
2,10,1e-10,31.622776601683793,rsq,standard,0.7070626288231073,10,0.018327161462240203,Model201
14,10,1e-10,31.622776601683793,rmse,standard,195558.09548824423,10,1819.9545250569447,Model202
14,10,1e-10,31.622776601683793,rsq,standard,0.718610531720886,10,0.013388821363475542,Model202
27,10,1e-10,31.622776601683793,rmse,standard,195558.09548764443,10,1819.9545255755281,Model203
27,10,1e-10,31.622776601683793,rsq,standard,0.711824538486385,10,0.010661781528768613,Model203
40,10,1e-10,31.622776601683793,rmse,standard,195558.09549005257,10,1819.9545248561142,Model204
40,10,1e-10,31.622776601683793,rsq,standard,0.7167220417539837,10,0.012049344085329794,Model204
2,15,1e-10,31.622776601683793,rmse,standard,195558.0954908366,10,1819.9545233852875,Model205
2,15,1e-10,31.622776601683793,rsq,standard,0.7070626288231073,10,0.018327161462240203,Model205
14,15,1e-10,31.622776601683793,rmse,standard,195558.09548824423,10,1819.9545250569447,Model206
14,15,1e-10,31.622776601683793,rsq,standard,0.718610531720886,10,0.013388821363475542,Model206
27,15,1e-10,31.622776601683793,rmse,standard,195558.09548764443,10,1819.9545255755281,Model207
27,15,1e-10,31.622776601683793,rsq,standard,0.711824538486385,10,0.010661781528768613,Model207
40,15,1e-10,31.622776601683793,rmse,standard,195558.09549005257,10,1819.9545248561142,Model208
40,15,1e-10,31.622776601683793,rsq,standard,0.7167220417539837,10,0.012049344085329794,Model208
2,1,1e-7,31.622776601683793,rmse,standard,195556.31055289402,10,1819.9435450258013,Model209
2,1,1e-7,31.622776601683793,rsq,standard,0.4790021847068588,10,0.020965168833786192,Model209
14,1,1e-7,31.622776601683793,rmse,standard,195556.31055289402,10,1819.9435450258013,Model210
14,1,1e-7,31.622776601683793,rsq,standard,0.4790021847068588,10,0.020965168833786192,Model210
27,1,1e-7,31.622776601683793,rmse,standard,195556.31055289402,10,1819.9435450258013,Model211
27,1,1e-7,31.622776601683793,rsq,standard,0.4790021847068588,10,0.020965168833786192,Model211
40,1,1e-7,31.622776601683793,rmse,standard,195556.31055289402,10,1819.9435450258013,Model212
40,1,1e-7,31.622776601683793,rsq,standard,0.4790021847068588,10,0.020965168833786192,Model212
2,5,1e-7,31.622776601683793,rmse,standard,195556.24316029894,10,1819.9405979771323,Model213
2,5,1e-7,31.622776601683793,rsq,standard,0.7062865153705623,10,0.01883644092393144,Model213
14,5,1e-7,31.622776601683793,rmse,standard,195556.2425669659,10,1819.9412752463913,Model214
14,5,1e-7,31.622776601683793,rsq,standard,0.7158367544064641,10,0.013402714223107461,Model214
27,5,1e-7,31.622776601683793,rmse,standard,195556.24301247485,10,1819.942014233855,Model215
27,5,1e-7,31.622776601683793,rsq,standard,0.7087492930002957,10,0.010671398107363375,Model215
40,5,1e-7,31.622776601683793,rmse,standard,195556.24543166606,10,1819.9416998232168,Model216
40,5,1e-7,31.622776601683793,rsq,standard,0.7148859769475708,10,0.012042455269524925,Model216
2,10,1e-7,31.622776601683793,rmse,standard,195556.24558018232,10,1819.939697907648,Model217
2,10,1e-7,31.622776601683793,rsq,standard,0.7070629516419558,10,0.01832738722979291,Model217
14,10,1e-7,31.622776601683793,rmse,standard,195556.24298680873,10,1819.9413695633036,Model218
14,10,1e-7,31.622776601683793,rsq,standard,0.7186108086218959,10,0.013388601988570835,Model218
27,10,1e-7,31.622776601683793,rmse,standard,195556.24238848843,10,1819.9418879363857,Model219
27,10,1e-7,31.622776601683793,rsq,standard,0.7118249990536658,10,0.010661481519233304,Model219
40,10,1e-7,31.622776601683793,rmse,standard,195556.2447974292,10,1819.9411688089165,Model220
40,10,1e-7,31.622776601683793,rsq,standard,0.7167220023505648,10,0.01204933891088613,Model220
2,15,1e-7,31.622776601683793,rmse,standard,195556.24558018232,10,1819.939697907648,Model221
2,15,1e-7,31.622776601683793,rsq,standard,0.7070629516419558,10,0.01832738722979291,Model221
14,15,1e-7,31.622776601683793,rmse,standard,195556.24298680873,10,1819.9413695633036,Model222
14,15,1e-7,31.622776601683793,rsq,standard,0.7186108086218959,10,0.013388601988570835,Model222
27,15,1e-7,31.622776601683793,rmse,standard,195556.24238848843,10,1819.9418879363857,Model223
27,15,1e-7,31.622776601683793,rsq,standard,0.7118249990536658,10,0.010661481519233304,Model223
40,15,1e-7,31.622776601683793,rmse,standard,195556.2447974292,10,1819.9411688089165,Model224
40,15,1e-7,31.622776601683793,rsq,standard,0.7167220023505648,10,0.01204933891088613,Model224
2,1,1e-4,31.622776601683793,rmse,standard,193780.82821291036,10,1809.1158314613356,Model225
2,1,1e-4,31.622776601683793,rsq,standard,0.47900218470685874,10,0.020965168833786185,Model225
14,1,1e-4,31.622776601683793,rmse,standard,193780.82821291036,10,1809.1158314613356,Model226
14,1,1e-4,31.622776601683793,rsq,standard,0.47900218470685874,10,0.020965168833786185,Model226
27,1,1e-4,31.622776601683793,rmse,standard,193780.82821291036,10,1809.1158314613356,Model227
27,1,1e-4,31.622776601683793,rsq,standard,0.47900218470685874,10,0.020965168833786185,Model227
40,1,1e-4,31.622776601683793,rmse,standard,193780.82821291036,10,1809.1158314613356,Model228
40,1,1e-4,31.622776601683793,rsq,standard,0.47900218470685874,10,0.020965168833786185,Model228
2,5,1e-4,31.622776601683793,rmse,standard,193714.90113066888,10,1806.979019268569,Model229
2,5,1e-4,31.622776601683793,rsq,standard,0.7072270476544396,10,0.018633868140144682,Model229
14,5,1e-4,31.622776601683793,rmse,standard,193711.49221867492,10,1806.5631169616015,Model230
14,5,1e-4,31.622776601683793,rsq,standard,0.721302802152215,10,0.014176759355254481,Model230
27,5,1e-4,31.622776601683793,rmse,standard,193711.23835575796,10,1806.909589550674,Model231
27,5,1e-4,31.622776601683793,rsq,standard,0.7147146980460456,10,0.011307055703853297,Model231
40,5,1e-4,31.622776601683793,rmse,standard,193713.53073787177,10,1806.9608479698788,Model232
40,5,1e-4,31.622776601683793,rsq,standard,0.7189651470087234,10,0.013137936996054785,Model232
2,10,1e-4,31.622776601683793,rmse,standard,193716.16500537557,10,1806.537975997652,Model233
2,10,1e-4,31.622776601683793,rsq,standard,0.7086291337693732,10,0.018370510883051364,Model233
14,10,1e-4,31.622776601683793,rmse,standard,193711.6472856736,10,1806.8068239947947,Model234
14,10,1e-4,31.622776601683793,rsq,standard,0.7240273096191637,10,0.014146019978882598,Model234
27,10,1e-4,31.622776601683793,rmse,standard,193710.7446153849,10,1807.0058452753005,Model235
27,10,1e-4,31.622776601683793,rsq,standard,0.7178578467964222,10,0.01131282601189461,Model235
40,10,1e-4,31.622776601683793,rmse,standard,193712.56125692427,10,1806.6366388033357,Model236
40,10,1e-4,31.622776601683793,rsq,standard,0.720887193432734,10,0.013143433551465168,Model236
2,15,1e-4,31.622776601683793,rmse,standard,193716.16500537557,10,1806.537975997652,Model237
2,15,1e-4,31.622776601683793,rsq,standard,0.7086291337693732,10,0.018370510883051364,Model237
14,15,1e-4,31.622776601683793,rmse,standard,193711.6472856736,10,1806.8068239947947,Model238
14,15,1e-4,31.622776601683793,rsq,standard,0.7240273096191637,10,0.014146019978882598,Model238
27,15,1e-4,31.622776601683793,rmse,standard,193710.7446153849,10,1807.0058452753005,Model239
27,15,1e-4,31.622776601683793,rsq,standard,0.7178578467964222,10,0.01131282601189461,Model239
40,15,1e-4,31.622776601683793,rmse,standard,193712.56125692427,10,1806.6366388033357,Model240
40,15,1e-4,31.622776601683793,rsq,standard,0.720887193432734,10,0.013143433551465168,Model240
2,1,0.1,31.622776601683793,rmse,standard,30552.15430465318,10,2300.0391472733536,Model241
2,1,0.1,31.622776601683793,rsq,standard,0.8519528931273975,10,0.022227174819544317,Model241
14,1,0.1,31.622776601683793,rmse,standard,29847.2672725016,10,1967.2868981528147,Model242
14,1,0.1,31.622776601683793,rsq,standard,0.8582101264879699,10,0.016383488918893813,Model242
27,1,0.1,31.622776601683793,rmse,standard,29342.665803492022,10,1821.798684322154,Model243
27,1,0.1,31.622776601683793,rsq,standard,0.86367073655924,10,0.01285908941857927,Model243
40,1,0.1,31.622776601683793,rmse,standard,29636.983868718024,10,1834.112963986105,Model244
40,1,0.1,31.622776601683793,rsq,standard,0.8605422470400618,10,0.011563479843547792,Model244
2,5,0.1,31.622776601683793,rmse,standard,27753.316676335977,10,2866.500322929167,Model245
2,5,0.1,31.622776601683793,rsq,standard,0.8713856360583261,10,0.02666014700449069,Model245
14,5,0.1,31.622776601683793,rmse,standard,27529.231404252034,10,2414.2244445380047,Model246
14,5,0.1,31.622776601683793,rsq,standard,0.8746635109938051,10,0.01989810877818641,Model246
27,5,0.1,31.622776601683793,rmse,standard,26517.606491285405,10,2027.2399419934604,Model247
27,5,0.1,31.622776601683793,rsq,standard,0.8831140003166912,10,0.015887641845247137,Model247
40,5,0.1,31.622776601683793,rmse,standard,26671.607483566848,10,1830.2444495835239,Model248
40,5,0.1,31.622776601683793,rsq,standard,0.8830027546076047,10,0.012739303467915955,Model248
2,10,0.1,31.622776601683793,rmse,standard,28371.264619228954,10,2637.172766611073,Model249
2,10,0.1,31.622776601683793,rsq,standard,0.8654805362706742,10,0.026023146904892096,Model249
14,10,0.1,31.622776601683793,rmse,standard,27934.67195162667,10,2470.282224068323,Model250
14,10,0.1,31.622776601683793,rsq,standard,0.8719571625794392,10,0.020886666589603108,Model250
27,10,0.1,31.622776601683793,rmse,standard,26620.120558845163,10,1978.816616110123,Model251
27,10,0.1,31.622776601683793,rsq,standard,0.8821389851220305,10,0.015489218584878957,Model251
40,10,0.1,31.622776601683793,rmse,standard,26578.84602702694,10,1792.9075857905596,Model252
40,10,0.1,31.622776601683793,rsq,standard,0.8836099187960522,10,0.012538645097321742,Model252
2,15,0.1,31.622776601683793,rmse,standard,28770.74517802629,10,2663.774938137167,Model253
2,15,0.1,31.622776601683793,rsq,standard,0.8629020962548313,10,0.025764114356649843,Model253
14,15,0.1,31.622776601683793,rmse,standard,27980.156873899552,10,2392.8118607184724,Model254
14,15,0.1,31.622776601683793,rsq,standard,0.8711576429493231,10,0.019970073660489307,Model254
27,15,0.1,31.622776601683793,rmse,standard,26739.173313213683,10,1957.0255140702197,Model255
27,15,0.1,31.622776601683793,rsq,standard,0.8811223852083561,10,0.01567465681972869,Model255
40,15,0.1,31.622776601683793,rmse,standard,26709.14243222889,10,1764.3775821028335,Model256
40,15,0.1,31.622776601683793,rsq,standard,0.8826574125950665,10,0.01251862735044859,Model256
